ID,Prob1
284,0.8650452279
285,0.7232092747
286,0.4634112034
287,0.1154529379
288,0.5482563476
289,0.1912722060
290,0.2823959146
291,0.1254925517
292,0.7265227993
293,0.2480018216
294,0.2783402388
295,0.4026618323
296,0.1721412234
297,0.1091649081
298,0.8180594730
299,0.1641986423
300,0.2406309421
301,0.1787696089
302,0.4860989585
303,0.4055465710
304,0.4328701232
305,0.0986663252
306,0.4214059279
307,0.8917878857
308,0.2303773962
309,0.5666626343
310,0.7434594129
311,0.2981672535
312,0.1101458501
313,0.1325142098
314,0.8585700464
315,0.6573987835
316,0.1772529061
317,0.3333109913
318,0.1112769397
319,0.8409082545
320,0.7945204113
321,0.7630973971
322,0.0851941200
323,0.8294906828
324,0.1190105910
325,0.5682744981
326,0.1702777986
327,0.3041110046
328,0.1728970165
329,0.1144858549
330,0.1707446928
331,0.0856175762
332,0.1532481455
333,0.4212362691
334,0.6545451689
335,0.8343103397
336,0.2469031910
337,0.8746062809
338,0.5470635643
339,0.3584221360
340,0.9102763093
341,0.0975003951
342,0.8509160384
343,0.1014735837
344,0.8422283614
345,0.1627972223
346,0.1923911199
347,0.2241012232
348,0.5691797853
349,0.1230967563
350,0.6968599947
351,0.1706873408
352,0.2919619136
353,0.1705916657
354,0.3022670560
355,0.1689697091
356,0.2158852645
357,0.4981711779
358,0.2087912353
359,0.0760898384
360,0.2005774889
361,0.4476844273
362,0.5706602730
363,0.1035987829
364,0.5073087275
365,0.2484716312
366,0.3144616500
367,0.1341210759
368,0.4050421533
369,0.3054434226
370,0.2197879430
371,0.6535762521
372,0.5720551708
373,0.2097440907
374,0.2399254944
375,0.4688164691
376,0.4098585232
377,0.1871895904
378,0.1061668181
379,0.1127626877
380,0.2687280875
381,0.1867043128
382,0.2325377730
383,0.1901386843
384,0.3016026795
385,0.1152941406
386,0.2764379612
387,0.2535632698
388,0.2649705881
389,0.1774785539
390,0.1069961967
391,0.6928802050
392,0.7651000253
393,0.6752714683
394,0.4202032333
395,0.2768568020
396,0.2339192086
397,0.6009923735
398,0.1690209614
399,0.0848674168
400,0.5776778631
401,0.3913377075
402,0.3586022605
403,0.1259678934
404,0.4411951734
405,0.1909350413
406,0.1267601122
407,0.4428543642
408,0.3847318971
409,0.4632744806
410,0.8226941231
411,0.2816625941
412,0.0804242638
413,0.8135663129
414,0.1322581862
415,0.2022117600
416,0.3294275108
417,0.9068450481
418,0.5830760498
419,0.2400594650
420,0.2492952112
421,0.1258387347
422,0.1129102265
423,0.2023578316
424,0.1308733999
425,0.2501587342
426,0.7502064069
427,0.2318290894
428,0.1032778008
429,0.1349099718
430,0.1913490475
431,0.7713562941
432,0.5914300847
433,0.1385950147
434,0.6500461936
435,0.4941120848
436,0.8037867624
437,0.1592038902
438,0.2011283836
439,0.1153950181
440,0.1459854455
441,0.5812468039
442,0.2269993958
443,0.1773488764
444,0.0903776905
445,0.1056869015
446,0.1743645364
447,0.2855388568
448,0.2933111704
449,0.1394898784
450,0.8376496039
451,0.2897233169
452,0.5253360837
453,0.8907880592
454,0.0733236554
455,0.4233153776
456,0.2374500467
457,0.1288106304
458,0.3485470598
459,0.2719203749
460,0.8686114740
461,0.7423016096
462,0.0729215436
463,0.1490360027
464,0.9130717838
465,0.2976827567
466,0.6774032263
467,0.4998239577
468,0.1373036128
469,0.7797720023
470,0.1154900678
471,0.1178559183
472,0.5367590082
473,0.1045137406
474,0.2759928058
475,0.2733956263
476,0.1350369295
477,0.3431389160
478,0.0808197424
479,0.7373503746
480,0.1182009316
481,0.0746548287
482,0.5871341465
483,0.1170383031
484,0.2292991209
485,0.1575752808
486,0.2259463190
487,0.8891731674
488,0.2052419576
489,0.3519852724
490,0.2275727790
491,0.1499095735
492,0.1148950582
493,0.1467282512
494,0.3155773031
495,0.8969599443
496,0.2231000832
497,0.0742447568
498,0.1955678843
499,0.3192083241
500,0.1658785199
501,0.0903218879
502,0.3128339320
503,0.0886943924
504,0.3115948065
505,0.2356612286
506,0.1097066076
507,0.4990621173
508,0.1273817764
509,0.1306330689
510,0.3977913944
511,0.2326298946
512,0.4047036917
513,0.6392734451
514,0.1431210273
515,0.8417100193
516,0.7190581081
517,0.1790272323
518,0.7272599262
519,0.5615581694
520,0.0737812300
521,0.3250451826
522,0.2396371233
523,0.1711144976
524,0.2854815597
525,0.5093342763
526,0.0928808268
527,0.6011463760
528,0.3730680067
529,0.9335647807
530,0.3457154549
531,0.3745459276
532,0.4632432549
533,0.3195697747
534,0.2815816813
535,0.1486101012
536,0.1484513207
537,0.2584376535
538,0.1402552951
539,0.5233012740
540,0.1885166143
541,0.1922761161
542,0.1867345441
543,0.1105110314
544,0.2083417606
545,0.4080992878
546,0.4597388498
547,0.1263994750
548,0.2762579975
549,0.6922581083
550,0.6363085230
551,0.5996405054
552,0.0897033111
553,0.6070177748
554,0.4792803557
555,0.1144127073
556,0.1074178377
557,0.2029477305
558,0.0975748475
559,0.8309487934
560,0.4773076147
561,0.2028457535
562,0.5105933349
563,0.7935576196
564,0.2086780245
565,0.1109778148
566,0.4747600823
567,0.8568652333
568,0.3136960092
569,0.1026166788
570,0.7589384547
571,0.4271319003
572,0.1166407031
573,0.3369106547
574,0.2583267539
575,0.4154694882
576,0.0851856541
577,0.4149505774
578,0.2981620478
579,0.1452912607
580,0.1520572750
581,0.1765702298
582,0.8129075475
583,0.3802880652
584,0.4514406221
585,0.6392684057
586,0.1115314817
587,0.1368974245
588,0.1340451294
589,0.7196359088
590,0.2620449391
591,0.3648687554
592,0.2469954908
593,0.2979598069
594,0.4215649182
595,0.5655717548
596,0.6336664219
597,0.1636556967
598,0.4763185075
599,0.6468538340
600,0.1475070082
601,0.1922140235
602,0.1410610298
603,0.1245075383
604,0.3112443806
605,0.7376927127
606,0.4856254953
607,0.4267714421
608,0.1143125813
609,0.3185157697
610,0.2656606238
611,0.0976899671
612,0.1704460534
613,0.8528854560
614,0.2886011493
615,0.0841041774
616,0.2049176441
617,0.5003977790
618,0.1565368584
619,0.1062287481
620,0.1314309206
621,0.3809067414
622,0.5222757016
623,0.0842597069
624,0.4731922487
625,0.2252570770
626,0.0912610001
627,0.4706101522
628,0.7570080438
629,0.1201242000
630,0.2209379152
631,0.1334243081
632,0.1478507746
633,0.4868107934
634,0.7174886690
635,0.1379225449
636,0.2817466014
637,0.1021540713
638,0.3388294057
639,0.3452852855
640,0.2708745053
641,0.1115021100
642,0.3598151128
643,0.5058612982
644,0.3238121632
645,0.1523275880
646,0.5512369386
647,0.2156000151
648,0.2803636452
649,0.8750400156
650,0.1780107794
651,0.2477086254
652,0.4360723409
653,0.6164876880
654,0.1146794081
655,0.5103804346
656,0.7944353634
657,0.1518750758
658,0.8659189508
659,0.1452618821
660,0.1098230074
661,0.3231932928
662,0.1654950546
663,0.1135014221
664,0.5259303962
665,0.1368747226
666,0.1813315150
667,0.3801625009
668,0.8218475625
669,0.3754932952
670,0.3014901915
671,0.1920771728
672,0.1919832443
673,0.3936490345
674,0.1464078326
675,0.2576948422
676,0.7178176412
677,0.8876943802
678,0.2149984394
679,0.8069600848
680,0.1203146012
681,0.3050065184
682,0.0804849151
683,0.4790143897
684,0.2349635368
685,0.1901345610
686,0.1636876196
687,0.4933512771
688,0.8156298315
689,0.3121620114
690,0.0738762479
691,0.4675527506
692,0.1518412442
693,0.1297588963
694,0.1076992899
695,0.1704746032
696,0.1359470467
697,0.1125716306
698,0.5404130116
699,0.2887090422
700,0.6937355448
701,0.4294273513
702,0.2346211744
703,0.8638089602
704,0.1287697981
705,0.8000897681
706,0.1730894016
707,0.2722857916
708,0.1516752439
709,0.4026618323
710,0.0875515329
711,0.1239499085
712,0.1950711923
713,0.2255564820
714,0.0821072047
715,0.1756933234
716,0.1018460032
717,0.1328349896
718,0.1710037519
719,0.2579298807
720,0.8395266736
721,0.2290228499
722,0.2538378423
723,0.6608098417
724,0.1279995764
725,0.1682450592
726,0.1716033826
727,0.9089829651
728,0.8747147963
729,0.8505447687
730,0.3685096065
731,0.7746994119
732,0.1764279070
733,0.8398156919
734,0.3983753097
735,0.5489600525
736,0.1236679547
737,0.2706022312
738,0.1555863220
739,0.4913367242
740,0.1204101251
741,0.5418371249
742,0.1912606475
743,0.1807539378
744,0.3213268738
745,0.4013199322
746,0.0859907281
747,0.3336168190
748,0.7307304380
749,0.3237894152
750,0.9220596541
751,0.3873372371
752,0.5031998293
753,0.1050459431
754,0.4252658752
755,0.2625918672
756,0.7015618277
757,0.0858014335
758,0.1649544084
759,0.6052506052
760,0.9131878759
761,0.1546664460
762,0.5100065285
763,0.7846419375
764,0.8389483420
765,0.1286623249
766,0.2656914640
767,0.4670533281
768,0.7380963120
769,0.1966394744
770,0.1367929734
771,0.3036500444
772,0.2073943705
773,0.4460395876
774,0.1583968362
775,0.8799001234
776,0.1970676607
777,0.6527087797
778,0.0727178238
779,0.1613881040
780,0.5344974403
781,0.1276485086
782,0.3206571801
783,0.2068737835
784,0.9343292421
785,0.6486590021
786,0.6367049378
787,0.5584476040
788,0.2444522674
789,0.3672249514
790,0.3212266441
791,0.2554302005
792,0.5205529272
793,0.2518224095
794,0.1197010028
795,0.7186980144
796,0.1901166150
797,0.7649434591
798,0.1047635695
799,0.1365264597
800,0.1086286740
801,0.2800069868
802,0.1692556298
803,0.1335253214
804,0.0732617709
805,0.4966194888
806,0.3002513950
807,0.1002195268
808,0.1034463331
809,0.1087285087
810,0.1460211652
811,0.2567706444
812,0.4868196946
813,0.1033274648
814,0.3835532502
815,0.2256719162
816,0.8489175289
817,0.6990949849
818,0.1171589280
819,0.6733164481
820,0.0812089840
821,0.2114697312
822,0.3709645678
823,0.2565397377
824,0.2537061938
825,0.6785872654
826,0.2040661864
827,0.3706426887
828,0.1038076430
829,0.1464670210
830,0.1332882671
831,0.0912828966
832,0.9294023873
833,0.1221532144
834,0.5153356826
835,0.3442384855
836,0.0954101667
837,0.8068659882
838,0.3658468267
839,0.5154624043
840,0.1750430901
841,0.7780665880
842,0.1876046224
843,0.2258195898
844,0.2478125021
845,0.1319407825
846,0.3886231219
847,0.1104829911
848,0.3335382696
849,0.1921847542
850,0.7078851357
851,0.1784490413
852,0.1135790659
853,0.1215594753
854,0.1865294894
855,0.4032570258
856,0.1578982432
857,0.3997738574
858,0.2101731652
859,0.1362378030
860,0.1024650770
861,0.3083120192
862,0.4524782612
863,0.4411148605
864,0.1225267098
865,0.1289175937
866,0.5561055957
867,0.1746839367
868,0.4123677348
869,0.1491323980
870,0.2741635376
871,0.4375109614
872,0.0794040604
873,0.1324197423
874,0.1592023123
875,0.3331620563
876,0.1147446101
877,0.1365821979
878,0.1208976944
879,0.2135914316
880,0.5609962145
881,0.0884402321
882,0.2673581657
883,0.4221608205
884,0.1920582610
885,0.4512269919
886,0.4625609814
887,0.8506913615
888,0.2236121663
889,0.3074601791
890,0.6208753477
891,0.1851017106
892,0.2669266811
893,0.2953519912
894,0.1429162036
895,0.0950527537
896,0.1028326753
897,0.0946115805
898,0.2180858831
899,0.5589059242
900,0.5136175561
901,0.1139624019
902,0.4165460868
903,0.7585845528
904,0.1032150577
905,0.2038577889
906,0.4346036880
907,0.3999054421
908,0.1414793131
909,0.1544852142
910,0.4519311351
911,0.2886099587
912,0.2728531524
913,0.1080274940
914,0.2743998010
915,0.6683951414
916,0.1516911858
917,0.0761685707
918,0.5908736037
919,0.3177289289
920,0.1161211462
921,0.1686964600
922,0.3808485565
923,0.2044832391
924,0.3660456448
925,0.7455174482
926,0.1698087342
927,0.4763351258
928,0.1066899189
929,0.2817289982
930,0.7960757773
931,0.0944845750
932,0.3542734208
933,0.3186885134
934,0.1687561020
935,0.5119927391
936,0.9061909329
937,0.0765595420
938,0.3433248660
939,0.0886703000
940,0.5432712601
941,0.2533819015
942,0.2039724748
943,0.5842861705
944,0.1583081930
945,0.2472262002
946,0.3123010616
947,0.0842273224
948,0.7307212075
949,0.7964027209
950,0.1441958582
951,0.8778377630
952,0.1177119637
953,0.5974916132
954,0.3560459427
955,0.3554439329
956,0.3000263419
957,0.0878458738
958,0.2133146915
959,0.1814007614
960,0.3273975174
961,0.3979564052
962,0.8989353276
963,0.4322462940
964,0.2348031166
965,0.3868180041
966,0.2165296735
967,0.4395495319
968,0.0952186249
969,0.9261134239
970,0.3229596651
971,0.7291366194
972,0.2233368260
973,0.1122223942
974,0.1614421965
975,0.1805933645
976,0.5014230863
977,0.1583842038
978,0.3219676640
979,0.3290538841
980,0.7041102823
981,0.4501463185
982,0.0766264899
983,0.1817941051
984,0.6952488689
985,0.1697058652
986,0.1426786165
987,0.2727791614
988,0.4313824965
989,0.1653693706
990,0.1233780377
991,0.1274431007
992,0.5714930656
993,0.1915899702
994,0.3348691603
995,0.1254961397
996,0.3388630089
997,0.4289477207
998,0.3297432450
999,0.1348747591
1000,0.8799001234
1001,0.8732407078
1002,0.8299582373
1003,0.1138341004
1004,0.3044378606
1005,0.3177438734
1006,0.2203003645
1007,0.4085143115
1008,0.1626905556
1009,0.1587371368
1010,0.1482063362
1011,0.1504419010
1012,0.0864287432
1013,0.2279882609
1014,0.1562834237
1015,0.1682901734
1016,0.0820909749
1017,0.3016464947
1018,0.8232284947
1019,0.3618361894
1020,0.1216253267
1021,0.1771173646
1022,0.4352267131
1023,0.6460473332
1024,0.1416262852
1025,0.3658868397
1026,0.1028433278
1027,0.6804301148
1028,0.0760104521
1029,0.1288777359
1030,0.0970699049
1031,0.5532238280
1032,0.7722054829
1033,0.7975769808
1034,0.2947531632
1035,0.1349037666
1036,0.6447521259
1037,0.6243254538
1038,0.1081740857
1039,0.2535445160
1040,0.2926753603
1041,0.0905747752
1042,0.2356354274
1043,0.5379382440
1044,0.0989045997
1045,0.7829983292
1046,0.9134468175
1047,0.1051416708
1048,0.2823604403
1049,0.4048957875
1050,0.6971018188
1051,0.1668818869
1052,0.1423803636
1053,0.3337650648
1054,0.3334126761
1055,0.2522561748
1056,0.2411216658
1057,0.5304653717
1058,0.4261661436
1059,0.1760664745
1060,0.2093094368
1061,0.7819646610
1062,0.1973202449
1063,0.3372966937
1064,0.1069004931
1065,0.3401991303
1066,0.2190874696
1067,0.1513716113
1068,0.4413924097
1069,0.3403083527
1070,0.3041253614
1071,0.4182332982
1072,0.8805743728
1073,0.1443583674
1074,0.2367152584
1075,0.1174151699
1076,0.7798589092
1077,0.0756207282
1078,0.4596834142
1079,0.2501503748
1080,0.2423066879
1081,0.2280042603
1082,0.1527233159
1083,0.6407113417
1084,0.1405535911
1085,0.9287933208
1086,0.1270950399
1087,0.3450307775
1088,0.0730373464
1089,0.2701140879
1090,0.1034125395
1091,0.2822901589
1092,0.1734762877
1093,0.1880325111
1094,0.1320739098
1095,0.1520450023
1096,0.5984560405
1097,0.6450393797
1098,0.0976103832
1099,0.2682712775
1100,0.3596096415
1101,0.2608582473
1102,0.2723151756
1103,0.7196985391
1104,0.1724434516
1105,0.2401631402
1106,0.2417416054
1107,0.2006071516
1108,0.2473972130
1109,0.5561334494
1110,0.1663455804
1111,0.9066636502
1112,0.8529392458
1113,0.6830138617
1114,0.6446125445
1115,0.3138312385
1116,0.0858641008
1117,0.1359096433
1118,0.2439576694
1119,0.1136120261
1120,0.2057802922
1121,0.7373609612
1122,0.3581140576
1123,0.3713501792
1124,0.7549709027
1125,0.3791858674
1126,0.5691806518
1127,0.6888158152
1128,0.1542460562
1129,0.1699388776
1130,0.7855825539
1131,0.3507345569
1132,0.3701396199
1133,0.6597708969
1134,0.2033825963
1135,0.3339650945
1136,0.8575214365
1137,0.9259694264
1138,0.3428913484
1139,0.1511352979
1140,0.0835484117
1141,0.8965446986
1142,0.9287247010
1143,0.1131138697
1144,0.6975662071
1145,0.8626722589
1146,0.0823966882
1147,0.9055400527
1148,0.1201654169
1149,0.5526450617
1150,0.8551667950
1151,0.7186020953
1152,0.4816012043
1153,0.5199506640
1154,0.2108074919
1155,0.2638911456
1156,0.3175288746
1157,0.2229515491
1158,0.1987216661
1159,0.1077219578
1160,0.2474011612
1161,0.1456021799
1162,0.1386958885
1163,0.1152585319
1164,0.3260925544
1165,0.9363499077
1166,0.8755956362
1167,0.7583738750
1168,0.1261029535
1169,0.1583955427
1170,0.9033345478
1171,0.9221259280
1172,0.5038863440
1173,0.2005357013
1174,0.4738318094
1175,0.7678686199
1176,0.2367047631
1177,0.0945874802
1178,0.2516408325
1179,0.1272014809
1180,0.1137759498
1181,0.4282143947
1182,0.5074310907
1183,0.6293770932
1184,0.4462848445
1185,0.4927452687
1186,0.3075322511
1187,0.3714357705
1188,0.4489782309
1189,0.6865328347
1190,0.2241012232
1191,0.5424653296
1192,0.6349447996
1193,0.5465933943
1194,0.0737858838
1195,0.2232014071
1196,0.1255272221
1197,0.2095985428
1198,0.3331620563
1199,0.1875832291
1200,0.4075007600
1201,0.1543092385
1202,0.7886467552
1203,0.7013488924
1204,0.0725465500
1205,0.6194315482
1206,0.8661202956
1207,0.1224089632
1208,0.1163612253
1209,0.1575961479
1210,0.2118766774
1211,0.0852974631
1212,0.4692690693
1213,0.3563233855
1214,0.4585852541
1215,0.2787026562
1216,0.2380568958
1217,0.2802701087
1218,0.1434099309
1219,0.3637220142
1220,0.8881037293
1221,0.4961394261
1222,0.8311382768
1223,0.3039513253
1224,0.6159469999
1225,0.8811993208
1226,0.5631784091
1227,0.1725122862
1228,0.8649363590
1229,0.3299896129
1230,0.3274637576
1231,0.2096624078
1232,0.1670730424
1233,0.5697020753
1234,0.1023807783
1235,0.1877179005
1236,0.2076119873
1237,0.3562558629
1238,0.4703113582
1239,0.7720649848
1240,0.1079544805
1241,0.2426920406
1242,0.0996498412
1243,0.5691015066
1244,0.7369821373
1245,0.1092855385
1246,0.3571157112
1247,0.2461447596
1248,0.8219462013
1249,0.1029774588
1250,0.3092867772
1251,0.8850011218
1252,0.3890497110
1253,0.6946014872
1254,0.1632856485
1255,0.2579070951
1256,0.1714774277
1257,0.5754786208
1258,0.0951068839
1259,0.1270581174
1260,0.5701278112
1261,0.6561117301
1262,0.3724008921
1263,0.3784965253
1264,0.0847605392
1265,0.9189192866
1266,0.2652971098
1267,0.5833209155
1268,0.4435175010
1269,0.1854961945
1270,0.1080921244
1271,0.1692310653
1272,0.1300349381
1273,0.2804728766
1274,0.1701455747
1275,0.5101357108
1276,0.2306364526
1277,0.7985877030
1278,0.5984922083
1279,0.2294192476
1280,0.5109030331
1281,0.6440778018
1282,0.4135157114
1283,0.0888501196
1284,0.2425355944
1285,0.2712026845
1286,0.1391925117
1287,0.8482898986
1288,0.0726964876
1289,0.2124999665
1290,0.1481825328
1291,0.1197262688
1292,0.8314431548
1293,0.4735556341
1294,0.2548791478
1295,0.7925378046
1296,0.4629205536
1297,0.4954297783
1298,0.2862788657
1299,0.1778959615
1300,0.2041090367
1301,0.7826415680
1302,0.0993897034
1303,0.1967741143
1304,0.5700974814
1305,0.7140171877
1306,0.4026124345
1307,0.3953917229
1308,0.1476956080
1309,0.1728171098
1310,0.1887644045
1311,0.2546163296
1312,0.1943505270
1313,0.6901281121
1314,0.3333429919
1315,0.1480211950
1316,0.5504046968
1317,0.4694419928
1318,0.1126627390
1319,0.2379808793
1320,0.2254533507
1321,0.2255369872
1322,0.3060955293
1323,0.2836679806
1324,0.1037962434
1325,0.8846726754
1326,0.1527957524
1327,0.5627718569
1328,0.4606276662
1329,0.3712358530
1330,0.1373046494
1331,0.2037974264
1332,0.2193261751
1333,0.9132424737
1334,0.2834532108
1335,0.4555475145
1336,0.1098285855
1337,0.1053863724
1338,0.1211571046
1339,0.8615864464
1340,0.1103254056
1341,0.3463832311
1342,0.1458761282
1343,0.1322676569
1344,0.1119949003
1345,0.2886353483
1346,0.1333368794
1347,0.8008232771
1348,0.0874387731
1349,0.1801062146
1350,0.7181986743
1351,0.3512934984
1352,0.2724093453
1353,0.2092774016
1354,0.1160696513
1355,0.2208823442
1356,0.4981817655
1357,0.1252495521
1358,0.2957251465
1359,0.1779251508
1360,0.4613922601
1361,0.1845328969
1362,0.3849752348
1363,0.8429091661
1364,0.1731279805
1365,0.2487527899
1366,0.0822523800
1367,0.5299027181
1368,0.1070947532
1369,0.3436978668
1370,0.7916408794
1371,0.3498375867
1372,0.3049639379
1373,0.4045276338
1374,0.1339987965
1375,0.3153297020
1376,0.6778681635
1377,0.7999975695
1378,0.0840468895
1379,0.3395786654
1380,0.1453547188
1381,0.1983953268
1382,0.3981749637
1383,0.0969814694
1384,0.1355548578
1385,0.1697913826
1386,0.9193233540
1387,0.3011688465
1388,0.1364640005
1389,0.1086418418
1390,0.0934359372
1391,0.0988502115
1392,0.1526678465
1393,0.0783109515
1394,0.2725081097
1395,0.8545607198
1396,0.1208241609
1397,0.1515261635
1398,0.2360736744
1399,0.0969961824
1400,0.1536322238
1401,0.4792485244
1402,0.0992236911
1403,0.1039592238
1404,0.1289244579
1405,0.0757131998
1406,0.1307845353
1407,0.6211020042
1408,0.5778635576
1409,0.1230169735
1410,0.1751776843
1411,0.2245291930
1412,0.2104565195
1413,0.1539270955
1414,0.8388369713
1415,0.5579221975
1416,0.4831113204
1417,0.4577962217
1418,0.1578671316
1419,0.1768298869
1420,0.2033494973
1421,0.4658756119
1422,0.7909181920
1423,0.8718609068
1424,0.3924225959
1425,0.3452910164
1426,0.6155350343
1427,0.5342846120
1428,0.1709059268
1429,0.2858307497
1430,0.5407245596
1431,0.2960274331
1432,0.1537477569
1433,0.1068791238
1434,0.4735487085
1435,0.1970202960
1436,0.2107097555
1437,0.8427087386
1438,0.3442606557
1439,0.9070821163
1440,0.7672903276
1441,0.0931308463
1442,0.0865971527
1443,0.3205092055
1444,0.5069432251
1445,0.7893860071
1446,0.2209863041
1447,0.7180006677
1448,0.0929875248
1449,0.1186630908
1450,0.5223407677
1451,0.1410759274
1452,0.1297870972
1453,0.1232280520
1454,0.1529145574
1455,0.1342088024
1456,0.1420676953
1457,0.8409911078
1458,0.3985991666
1459,0.1081424642
1460,0.3350298841
1461,0.3088113400
1462,0.6461740221
1463,0.1132592239
1464,0.2047971496
1465,0.1067608355
1466,0.5088806701
1467,0.1870913177
1468,0.2509744248
1469,0.2231774612
1470,0.0944019613
1471,0.2194259027
1472,0.8445475176
1473,0.1144230889
1474,0.6504867263
1475,0.1508785707
1476,0.5028150939
1477,0.5006886169
1478,0.4607755628
1479,0.4936056552
1480,0.3909580170
1481,0.2528189464
1482,0.7305909502
1483,0.0898260841
1484,0.5828348385
1485,0.1111895921
1486,0.2490886261
1487,0.3196964659
1488,0.5738910997
1489,0.1552136196
1490,0.1082375882
1491,0.1620668048
1492,0.4935246847
1493,0.1253307450
1494,0.1936187759
1495,0.1115675228
1496,0.1848642587
1497,0.2320884974
